Original_Taxon_ID,CC1_1,CC1_2,CC1_3,CC2_1,CC2_2,CC2_3,CC3_1,CC3_2,CC3_3,CC4_1,CC4_2,CC4_3,CC5_1,CC5_2,CC5_3,CC6_1,CC6_2,CC6_3,CC7_1,CC7_2,CC7_3,CZ1_1,CZ1_2,CZ1_3,CZ2_1,CZ2_2,CZ2_3,CZ3_1,CZ3_2,CZ3_3,CZ4_1,CZ4_2,CZ4_3,CZ5_1,CZ5_2,CZ5_3,CZ6_1,CZ6_2,CZ6_3,TX1_1,TX1_2,TX1_3,TX2_1,TX2_2,TX2_3,TX3_1,TX3_2,TX3_3,TX4_1,TX4_2,TX4_3,TX5_1,TX5_2,TX5_3,TX6_1,TX6_2,TX6_3
1602166,-1.1901241576642798,-4.0886324382629216,-1.4234737174634882,-1.7924928553280415,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.3096476601615477,-3.8491983017119464,-3.920321648498572,-1.3507730025792348,-1.444336823025317,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.3312036156085698,-1.3471041574536153,-1.2303466629586297,-3.961629590853122,-3.980380726382054,-1.6937211616334724,-3.8699553938116185,-3.8934071731605764,-4.155905016360947,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-0.900304731360281,-3.9448635902999616,-3.9457971685257314,-3.94600785757259,-3.7869182283693243,-1.3808515870561684,-3.803175317332364,-1.3327097062239348,-3.985947369244471,-1.1959214234029032,-1.3033694750043536,-1.4220245546546675,-1.3114942647154453,-1.5059531903682477,-1.3229626723052013,-1.5797560533747985,-4.030503849346772,-3.818956845480663,-4.369525993017591,-3.6590625289444896,-1.190176043477991,-1.6467538674199154,-4.011343817472445,-4.22425748666523,-3.911166019413004,-3.763674598167558,-1.9961259092205241
3376180,-1.301349792774504,-1.0929001647089307,-1.256419632800322,-1.6254387706648754,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.2262660512224968,-3.8491983017119464,-3.920321648498572,-1.5449290170201926,-1.444336823025317,-3.8056210692008863,-1.5699288594605298,-4.047545659725186,-1.5985698467725915,-1.3312036156085698,-0.9242473066335815,-3.7952960204201664,-3.961629590853122,-0.9358582886586309,-0.9597519865532722,-1.23089806419636,-3.8934071731605764,-1.111382578637524,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.3058062606847032,-1.460890518737731,-3.94600785757259,-1.0788680272671143,-1.0013619653512649,-3.803175317332364,-1.045027633772154,-3.985947369244471,-3.8349787530181616,-1.4369008676288764,-1.119743682781734,-1.1396440077887862,-1.18053078993362,-0.881129920026162,-3.977651326173169,-4.030503849346772,-0.9857435014244467,-1.3737937194636003,-3.6590625289444896,-4.080547801374156,-1.3283001363013804,-4.011343817472445,-1.2798185074987893,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2812863,-1.2441913789345556,-4.0886324382629216,-3.821368990261859,-1.417799405886631,-3.6575793473588254,-3.773666980929165,-1.179663941496448,-1.4853546724584472,-3.5933912250967657,-1.500702896924257,-3.8491983017119464,-3.920321648498572,-1.3507730025792348,-3.8422320958236877,-3.8056210692008863,-1.282246787008749,-4.047545659725186,-1.5985698467725915,-1.0210486873047304,-1.4583297925638394,-3.7952960204201664,-3.961629590853122,-3.980380726382054,-4.178627811421473,-3.8699553938116185,-3.8934071731605764,-4.155905016360947,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.4599569405119612,-1.3808478110641946,-1.5481125847742194,-3.7869182283693243,-1.4608942947297048,-3.803175317332364,-3.817616356011935,-3.985947369244471,-1.437083480219791,-1.678062924445764,-1.4220245546546675,-1.599176337167226,-4.0709025478297844,-1.4407457079615846,-3.977651326173169,-1.4655544918852352,-3.818956845480663,-1.4250870138511509,-3.6590625289444896,-1.4414904717588972,-4.4193425896596965,-4.011343817472445,-4.22425748666523,-3.911166019413004,-3.763674598167558,-1.9961259092205241
3144667,-4.13456313683072,-1.5236830808013848,-3.821368990261859,-1.417799405886631,-3.6575793473588254,-3.773666980929165,-1.3227647851371214,-1.4853546724584472,-1.028441867635229,-1.4006194383672743,-3.8491983017119464,-3.920321648498572,-4.183986346635451,-1.277282738362151,-3.8056210692008863,-1.0591032356945393,-1.4825963022636492,-3.996465119570962,-1.2441922386189401,-4.291543136620056,-3.7952960204201664,-3.961629590853122,-3.980380726382054,-4.178627811421473,-3.8699553938116185,-3.8934071731605764,-4.155905016360947,-3.5102402500566647,-1.1737499120628967,-2.02265684160591,-3.5393620609755394,-1.054491832403797,-3.9457971685257314,-1.4611012077845897,-3.7869182283693243,-1.3808515870561684,-3.803175317332364,-3.817616356011935,-3.985947369244471,-3.8349787530181616,-4.075958197244135,-1.4826491764711025,-4.084082986955226,-4.0709025478297844,-1.815439157402995,-3.977651326173169,-4.030503849346772,-3.818956845480663,-1.59693727077781,-3.6590625289444896,-4.080547801374156,-1.780285260044438,-4.011343817472445,-1.6593081292036929,-1.346216661951467,-3.763674598167558,-1.9961259092205241
1886807,-1.361974414590939,-1.6037257884749212,-3.821368990261859,-4.190388128126412,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.6725531538509162,-1.4513030289135758,-3.920321648498572,-4.183986346635451,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-1.223876397331181,-4.422246068966886,-1.5834929355178455,-3.7952960204201664,-3.961629590853122,-3.980380726382054,-1.5395704818062144,-3.8699553938116185,-1.408500523372576,-1.5168476867456886,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-3.9448635902999616,-1.5479018957273607,-1.4611012077845897,-3.7869182283693243,-1.5479056717193345,-3.803175317332364,-3.817616356011935,-3.985947369244471,-3.8349787530181616,-4.075958197244135,-1.3648661408147191,-1.445025657339968,-4.0709025478297844,-4.213334430201366,-3.977651326173169,-4.030503849346772,-3.818956845480663,-4.369525993017591,-3.6590625289444896,-1.2473344573179395,-1.3283001363013804,-4.011343817472445,-1.5852001570499712,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2975891,-1.7366678640323494,-4.0886324382629216,-3.821368990261859,-1.482337927024202,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.7370916749884873,-3.8491983017119464,-3.920321648498572,-1.6990796968474506,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.3777236312434629,-1.5834929355178455,-3.7952960204201664,-3.961629590853122,-1.4954740765940535,-1.4060390891816916,-3.8699553938116185,-3.8934071731605764,-1.5168476867456886,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.3799142328384248,-1.1732084462859502,-3.94600785757259,-3.7869182283693243,-3.945800944517705,-3.803175317332364,-3.817616356011935,-3.985947369244471,-3.8349787530181616,-4.075958197244135,-1.7703312489228833,-4.084082986955226,-1.1264635686633442,-4.213334430201366,-3.977651326173169,-4.030503849346772,-3.818956845480663,-1.9716307202192205,-3.6590625289444896,-1.4414904717588972,-1.9344359398716962,-4.011343817472445,-4.22425748666523,-1.346216661951467,-3.763674598167558,-1.9961259092205241
53410,-4.13456313683072,-4.0886324382629216,-3.821368990261859,-4.190388128126412,-3.6575793473588254,-3.773666980929165,-1.4028074928106578,-1.4853546724584472,-1.1084845753087653,-4.445141876090697,-3.8491983017119464,-3.920321648498572,-0.8881494806311219,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.1264092029625568,-4.291543136620056,-3.7952960204201664,-1.396680233391585,-1.3413233967667955,-1.1341053736980498,-1.0367420497554023,-3.8934071731605764,-4.155905016360947,-3.5102402500566647,-1.1737499120628967,-2.02265684160591,-3.5393620609755394,-1.546968317501591,-3.9457971685257314,-3.94600785757259,-3.7869182283693243,-1.5479056717193345,-3.803175317332364,-1.2526669985503984,-3.985947369244471,-3.8349787530181616,-1.1855864393479703,-4.255237898710884,-4.084082986955226,-1.0751702742757936,-1.217602156647375,-3.977651326173169,-1.1401320914506075,-3.818956845480663,-1.3737937194636003,-3.6590625289444896,-4.080547801374156,-1.3283001363013804,-1.526437167684445,-4.22425748666523,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2965074,-4.13456313683072,-4.0886324382629216,-3.821368990261859,-4.190388128126412,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.960235226302697,-3.8491983017119464,-3.920321648498572,-1.0059325162875052,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.1264092029625568,-1.5189544143802745,-3.7952960204201664,-3.961629590853122,-3.980380726382054,-4.178627811421473,-1.3050060363500817,-3.8934071731605764,-1.3833162941211659,-3.5102402500566647,-1.0937072043893603,-2.02265684160591,-3.5393620609755394,-1.3058062606847032,-3.9457971685257314,-3.94600785757259,-3.7869182283693243,-3.945800944517705,-3.803175317332364,-3.817616356011935,-3.985947369244471,-1.3500721032301612,-1.2427448531879186,-1.3648661408147191,-1.193711229059062,-4.0709025478297844,-1.3229626723052013,-1.3385939965579108,-4.030503849346772,-0.823224571926672,-1.4250870138511509,-3.6590625289444896,-1.3079590791343745,-1.1235057236553674,-1.3032936163702353,-1.826362213866859,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2903859,-4.13456313683072,-0.7213366082764474,-1.3364623404738585,-1.3000163702302476,-1.172672697570825,-1.2887603311411646,-1.3227647851371214,-1.4853546724584472,-3.5933912250967657,-1.500702896924257,-1.1411481006097364,-1.4354149987105718,-0.9651105217672504,-1.444336823025317,-1.0975708680986762,-0.7589986432442011,-1.1571739018290215,-1.163251775514746,-1.0549502389804117,-1.0334465985985735,-3.7952960204201664,-3.961629590853122,-1.0900089684858894,-1.043133595492323,-3.8699553938116185,-3.8934071731605764,-1.5168476867456886,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-3.9448635902999616,-1.306739838910473,-1.4611012077845897,-1.3890229555709537,-1.3808515870561684,-3.803175317332364,-3.817616356011935,-3.985947369244471,-3.8349787530181616,-1.511008839782598,-1.119743682781734,-1.5191336294936897,-1.2376892037735683,-0.9552378921798836,-3.977651326173169,-4.030503849346772,-1.3340501956926625,-1.1506501681493906,-3.6590625289444896,-0.945053585445006,-1.2412887593117508,-4.011343817472445,-1.7393508368772292,-3.911166019413004,-1.3657793253691874,-1.9961259092205241
3161568,-1.090040699107297,-4.0886324382629216,-1.4234737174634882,-1.6254387706648754,-1.0926299898972887,-3.773666980929165,-1.4898188698002874,-1.4853546724584472,-3.5933912250967657,-1.500702896924257,-3.8491983017119464,-3.920321648498572,-1.139463908912028,-3.8422320958236877,-1.4077257964025156,-1.3467853081463201,-1.5626390099371856,-3.996465119570962,-1.3777236312434629,-1.3471041574536153,-3.7952960204201664,-1.0171906116866816,-1.4154313689205171,-1.2882560535253083,-3.8699553938116185,-1.4955119003622057,-1.2655332584647825,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-0.8538211369416455,-0.8103029525965817,-3.94600785757259,-3.7869182283693243,-1.173212222277924,-3.803175317332364,-1.1785590263966768,-1.2778971681422608,-3.8349787530181616,-1.2427448531879186,-1.5471876976086736,-1.193711229059062,-1.0751702742757936,-0.9174975641970367,-3.977651326173169,-1.322453648244562,-1.254007488019126,-1.1506501681493906,-3.6590625289444896,-1.0360253636507326,-1.780285260044438,-4.011343817472445,-1.333885728769065,-1.0779526753567876,-3.763674598167558,-1.9961259092205241
2886359,-1.42651293572851,-4.0886324382629216,-3.821368990261859,-4.190388128126412,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-0.9543338954815073,-1.1870453380692152,-3.8491983017119464,-3.920321648498572,-1.4113976243956698,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.090041558791682,-1.2470206988966326,-0.9049242625240019,-3.961629590853122,-3.980380726382054,-1.3454144673652566,-3.8699553938116185,-3.8934071731605764,-1.111382578637524,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-0.9744127035140027,-1.3799142328384248,-1.5479018957273607,-3.94600785757259,-0.9537048843131082,-1.5479056717193345,-1.4052800445339932,-1.3327097062239348,-1.3468900396292125,-1.437083480219791,-0.9404639813149851,-1.3648661408147191,-1.5191336294936897,-1.2376892037735683,-1.4407457079615846,-3.977651326173169,-1.3914465197315136,-1.0463681232408817,-1.8045766355560544,-3.6590625289444896,-0.8224512633526735,-1.4236103161057057,-1.372286487857187,-1.2798185074987893,-1.4262593696250034,-1.2787679483795578,-1.9961259092205241
2975741,-4.13456313683072,-4.0886324382629216,-1.4234737174634882,-4.190388128126412,-3.6575793473588254,-1.065616779826955,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-2.0472466032923267,-3.8491983017119464,-1.2812643188833137,-4.183986346635451,-1.444336823025317,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-1.1264092029625568,-1.6524858070047972,-3.7952960204201664,-3.961629590853122,-3.980380726382054,-4.178627811421473,-3.8699553938116185,-1.408500523372576,-1.2655332584647825,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.2368133891977515,-3.9457971685257314,-3.94600785757259,-3.7869182283693243,-3.945800944517705,-3.803175317332364,-1.3327097062239348,-3.985947369244471,-3.8349787530181616,-1.4369008676288764,-1.6161805690956252,-4.084082986955226,-1.6730072750314138,-1.3229626723052013,-1.4127019687116324,-1.1972905052905558,-3.818956845480663,-1.59693727077781,-3.6590625289444896,-1.2473344573179395,-1.6467538674199154,-1.372286487857187,-1.4516687644254485,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2903722,-1.4955058072154617,-1.6907371654645509,-3.821368990261859,-1.482337927024202,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-1.806084546475439,-3.8491983017119464,-3.920321648498572,-1.5449290170201926,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-4.047545659725186,-3.996465119570962,-0.9882588644817396,-4.291543136620056,-3.7952960204201664,-3.961629590853122,-1.5824854535836832,-1.6937211616334724,-3.8699553938116185,-3.8934071731605764,-1.5168476867456886,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.2368133891977515,-1.3808478110641946,-3.94600785757259,-3.7869182283693243,-3.945800944517705,-3.803175317332364,-3.817616356011935,-3.985947369244471,-1.437083480219791,-4.075958197244135,-1.857342625912513,-4.084082986955226,-1.5059531903682477,-4.213334430201366,-3.977651326173169,-1.6326085765484013,-1.254007488019126,-1.3737937194636003,-1.261167256146119,-1.5956411515861553,-1.528970831763532,-4.011343817472445,-1.6593081292036929,-3.911166019413004,-3.763674598167558,-1.9961259092205241
2975943,-4.13456313683072,-4.0886324382629216,-3.821368990261859,-4.190388128126412,-3.6575793473588254,-3.773666980929165,-3.887714142598658,-1.4853546724584472,-3.5933912250967657,-4.445141876090697,-3.8491983017119464,-3.920321648498572,-4.183986346635451,-3.8422320958236877,-3.8056210692008863,-4.05483550924853,-1.4084883301099276,-3.996465119570962,-1.5890327249106697,-1.5834929355178455,-3.7952960204201664,-1.4767229410651215,-3.980380726382054,-1.780732538623102,-3.8699553938116185,-3.8934071731605764,-4.155905016360947,-3.5102402500566647,-3.658656561850897,-2.02265684160591,-3.5393620609755394,-1.4599569405119612,-1.5479018957273607,-3.94600785757259,-3.7869182283693243,-3.945800944517705,-3.803175317332364,-3.817616356011935,-3.985947369244471,-3.8349787530181616,-1.511008839782598,-1.690288541249347,-4.084082986955226,-1.585995898041784,-1.7284277804133654,-3.977651326173169,-4.030503849346772,-1.1798995158654044,-1.536312648961375,-3.6590625289444896,-1.190176043477991,-1.4749036104932562,-4.011343817472445,-1.826362213866859,-3.911166019413004,-3.763674598167558,-1.9961259092205241
